client_id,date,cost,voucher,client_feedback
16394,2023-11-01,252.06,NO,"Received exactly what I ordered, no surprises."
16395,2022-07-07,33.08,5PCT,
16395,2022-08-01,196.75,NO,
16396,2022-03-11,191.52,10PCT,The loyalty points system encourages me to keep coming back.
16396,2022-04-06,92.33,5PCT,The product quality exceeded my expectations!
16396,2022-04-18,24.43,NO,
16396,2022-04-27,160.1,NO,The website's search functionality made finding specific items easy.
16396,2022-06-18,102.25,10PCT,
16397,2023-05-10,267.43,NO,Accurate product dimensions helped me visualize the size.
16398,2022-03-30,50.71,NO,
16398,2022-08-07,68.51,10PCT,
16399,2023-01-25,258.23,5PCT,
16400,2022-01-23,29.09,NO,The online community and forums are a great resource for product recommendations.
16400,2022-12-11,271.27,NO,
16401,2022-08-18,109.3,5PCT,
16401,2023-02-18,230.81,5PCT,
16401,2023-05-28,277.19,20PCT,The loyalty program rewards are genuinely valuable.
16401,2023-07-28,285.45,NO,
16402,2022-01-07,171.0,NO,Impressed with the range of payment options available.
16402,2022-01-19,210.0,NO,
16402,2022-02-16,75.69,NO,
16402,2023-01-08,20.68,NO,The loyalty program offers fantastic perks and discounts.
16402,2023-12-19,38.99,NO,The live chat feature was helpful for quick inquiries.
16403,2022-01-06,227.52,NO,
16403,2022-02-22,232.25,NO,"Easy checkout process, very user-friendly."
16403,2022-03-22,157.63,NO,
16403,2022-11-25,167.01,NO,
16403,2023-05-03,261.24,5PCT,The recommended products feature was surprisingly on point.
16403,2023-11-04,216.53,NO,
16403,2023-12-22,18.76,NO,
16404,2022-10-05,132.17,5PCT,
16405,2022-10-13,12.54,NO,
16405,2023-08-01,193.98,NO,"The product was exactly as described, no misleading information."
16405,2023-08-08,54.1,NO,
16405,2023-12-28,104.26,5PCT,
16406,2022-02-01,178.93,NO,"The product was exactly as described, no misleading information."
16406,2022-04-29,175.61,NO,
16406,2022-11-05,247.46,5PCT,
16406,2022-12-08,47.42,20PCT,"Love the personalized packaging, adds a nice touch."
16406,2022-12-26,51.6,NO,"Super fast shipping, got my order within two days!"
16406,2023-02-04,239.95,NO,"Discount code worked like a charm, saved me some money."
16406,2023-07-26,202.73,NO,
16406,2023-09-15,225.82,NO,Impressed with the range of payment options available.
16407,2022-04-03,35.32,NO,
16407,2022-09-16,128.37,20PCT,
16408,2022-05-25,186.95,10PCT,
16408,2022-07-01,13.51,5PCT,
16408,2022-07-28,220.25,5PCT,Real-time customer support chat helped me resolve a query instantly.
16408,2022-09-30,130.4,10PCT,
16408,2023-03-09,215.95,NO,
16408,2023-07-06,190.94,10PCT,
16408,2023-08-08,180.43,NO,"Secure payment gateway, felt confident entering my details."
16408,2023-10-01,108.44,NO,
16408,2023-11-27,47.84,5PCT,Efficient order confirmation and dispatch notifications.
16409,2022-05-26,269.57,NO,
16409,2022-09-21,272.01,5PCT,
16409,2022-12-27,286.02,NO,
16409,2023-03-20,102.34,10PCT,
16409,2023-06-12,46.66,20PCT,Detailed FAQs on the website answered most of my questions.
16409,2023-07-04,287.49,NO,Smooth payment process with multiple options available.
16410,2022-11-18,230.27,NO,
16411,2023-03-16,201.03,NO,"Impressive selection of products, found exactly what I was looking for."
16411,2023-09-19,295.37,5PCT,Detailed product descriptions helped me make an informed choice.
16412,2022-06-27,92.96,NO,The live chat feature was helpful for quick inquiries.
16412,2022-10-12,286.13,NO,
16412,2022-11-04,145.89,5PCT,
16412,2023-02-22,189.25,5PCT,
16412,2023-09-04,218.66,NO,
16412,2023-09-05,257.17,20PCT,
16413,2022-01-09,159.1,NO,
16413,2022-07-05,129.63,NO,
16413,2022-09-22,156.0,NO,Impressed with the range of payment options available.
16413,2022-09-26,30.32,NO,The product quality exceeded my expectations!
16413,2023-06-13,32.93,NO,
16413,2023-06-25,49.66,NO,The online reviews were accurate; the product lived up to the hype.
16413,2023-09-30,124.72,NO,
16413,2023-11-17,222.7,5PCT,I appreciated the eco-friendly packaging choice.
16414,2022-07-14,94.21,5PCT,
16414,2022-07-18,43.32,NO,
16414,2022-09-16,202.67,5PCT,
16414,2023-04-16,214.5,NO,"Love the 'buy now, pay later' option, makes budgeting easier."
16414,2023-05-09,163.76,NO,
16414,2023-05-31,119.85,NO,
16414,2023-08-12,107.57,NO,
16415,2022-02-12,174.0,5PCT,
16415,2022-04-08,43.61,NO,
16415,2022-05-12,51.19,5PCT,
16415,2022-09-21,162.63,5PCT,The reviews were helpful in making my purchase decision.
16415,2022-09-27,124.76,NO,Detailed FAQs on the website answered most of my questions.
16415,2022-12-25,144.83,NO,"Impressive selection of products, found exactly what I was looking for."
16415,2023-03-31,296.94,5PCT,
16415,2023-07-24,179.35,NO,
16415,2023-10-11,150.6,NO,
16416,2022-11-01,116.71,NO,Secure and encrypted payment process; my information felt safe.
16416,2022-11-19,187.15,NO,
16416,2022-11-29,270.45,NO,The website's search functionality made finding specific items easy.
16416,2023-06-16,297.93,10PCT,
16416,2023-11-03,127.08,NO,
16416,2023-11-08,161.0,10PCT,
16416,2023-11-21,125.85,NO,
16416,2023-12-28,273.9,NO,"Easy checkout process, very user-friendly."
16417,2022-01-21,273.46,5PCT,
16417,2023-06-18,218.83,NO,
16417,2023-08-29,42.77,20PCT,The product quality exceeded my expectations!
16418,2022-08-28,98.9,NO,
16418,2022-11-24,1.07,10PCT,
16418,2023-05-06,235.92,5PCT,"Received exactly what I ordered, no surprises."
16418,2023-05-27,5.75,NO,"Secure payment gateway, felt confident entering my details."
16418,2023-07-27,155.47,NO,
16418,2023-11-10,115.47,NO,The live chat feature was helpful for quick inquiries.
16419,2022-04-06,165.16,NO,
16419,2023-02-20,8.88,NO,Detailed FAQs on the website answered most of my questions.
16419,2023-05-21,211.6,20PCT,The 'save for later' feature made it easy to manage my shopping cart.
16420,2022-05-29,37.76,10PCT,
16420,2022-06-30,77.27,5PCT,
16420,2022-12-13,160.34,NO,
16420,2023-05-16,248.2,NO,Excellent packaging; my fragile items arrived intact.
16421,2022-05-10,253.22,NO,
16421,2022-06-01,48.58,10PCT,
16421,2022-12-26,210.66,NO,Accurate product dimensions helped me visualize the size.
16422,2022-04-07,170.9,5PCT,
16422,2022-06-14,12.78,NO,
16422,2022-08-30,89.41,NO,
16422,2022-09-13,76.54,NO,Secure and encrypted payment process; my information felt safe.
16422,2022-09-21,269.84,10PCT,
16422,2023-01-14,238.56,5PCT,"The tracking system was accurate, knew exactly when my package would arrive."
16422,2023-01-21,276.95,NO,
16422,2023-02-11,239.69,5PCT,
16422,2023-09-04,269.14,NO,"Secure payment gateway, felt confident entering my details."
16423,2022-05-14,67.96,5PCT,"Super fast shipping, got my order within two days!"
16423,2022-08-12,274.9,20PCT,
16423,2023-03-14,265.69,5PCT,
16423,2023-03-16,232.72,NO,
16424,2023-07-31,261.66,10PCT,Impressed with the range of payment options available.
16425,2022-05-01,23.6,NO,
16425,2022-11-17,115.73,5PCT,The virtual try-on feature for glasses was surprisingly accurate.
16425,2023-03-10,187.65,NO,Regular email updates on upcoming sales and promotions.
16425,2023-08-18,167.61,NO,
16425,2023-11-28,129.58,5PCT,
16426,2022-05-14,210.67,NO,
16426,2022-07-21,95.69,NO,
16426,2023-12-24,97.67,5PCT,
16426,2023-12-26,231.65,10PCT,
16427,2023-04-08,190.31,NO,
16428,2022-01-07,242.25,NO,"Love the 'buy now, pay later' option, makes budgeting easier."
16428,2022-10-02,268.89,NO,"Love the personalized packaging, adds a nice touch."
16428,2022-10-15,57.7,NO,
16428,2022-10-15,16.02,5PCT,
16428,2022-11-17,150.75,5PCT,
16428,2022-12-21,110.34,5PCT,"The tracking system was accurate, knew exactly when my package would arrive."
16428,2023-01-25,1.34,NO,Regular email updates on upcoming sales and promotions.
16428,2023-06-10,62.52,10PCT,
16428,2023-08-25,102.51,NO,
16429,2022-04-11,190.76,20PCT,The website's search functionality made finding specific items easy.
16429,2022-06-08,6.98,5PCT,
16429,2022-08-23,13.41,NO,
16429,2022-11-13,75.58,NO,
16429,2023-03-12,277.54,NO,Impressive variety of payment options cater to different preferences.
16429,2023-05-25,293.48,5PCT,
16429,2023-08-13,198.01,NO,"The website loads quickly, even during peak traffic times."
16430,2022-05-08,291.36,10PCT,
16430,2022-06-29,178.58,NO,"Prompt response from customer support, answered my queries effectively."
16430,2022-10-16,284.16,NO,
16430,2022-11-03,31.45,5PCT,
16430,2023-02-14,23.15,NO,
16430,2023-06-18,290.53,NO,I appreciated the eco-friendly packaging choice.
16430,2023-08-24,297.25,20PCT,
16431,2023-06-06,44.2,NO,"No hidden fees, the total cost was transparent from the beginning."
16432,2022-01-09,164.23,NO,"Discount code worked like a charm, saved me some money."
16432,2022-03-03,292.77,10PCT,Accurate product dimensions helped me visualize the size.
16432,2022-06-06,73.49,NO,
16432,2022-09-24,191.08,NO,"The website loads quickly, even during peak traffic times."
16432,2022-09-26,203.15,NO,
16432,2022-10-30,39.32,5PCT,
16432,2023-10-19,103.07,NO,
16432,2023-11-08,91.26,NO,"Prompt response from customer support, answered my queries effectively."
16433,2022-02-27,129.78,10PCT,The loyalty points system encourages me to keep coming back.
16433,2022-03-26,299.87,NO,
16433,2022-05-13,228.81,5PCT,
16433,2023-07-07,128.5,NO,
16434,2022-08-01,269.66,NO,
16435,2022-02-04,6.61,NO,
16435,2022-03-10,217.25,NO,
16435,2022-07-30,104.25,NO,The online reviews were accurate; the product lived up to the hype.
16435,2022-09-16,244.26,NO,
16435,2022-11-09,169.34,10PCT,
16435,2023-01-04,299.71,NO,
16435,2023-05-09,275.3,10PCT,"Great deals during the sale, I stocked up on essentials."
16435,2023-06-10,75.63,5PCT,
16435,2023-11-29,226.79,5PCT,
16436,2022-06-01,62.4,NO,
16436,2022-09-10,160.28,NO,"The sizing guide was accurate, and my clothes fit perfectly."
16436,2023-06-26,132.21,10PCT,
16436,2023-08-22,112.31,NO,
16436,2023-10-20,291.46,NO,"Impressive selection of products, found exactly what I was looking for."
16436,2023-12-06,108.3,NO,
16436,2023-12-23,9.83,NO,Regular email updates on upcoming sales and promotions.
16437,2023-05-09,211.92,5PCT,Real-time customer support chat helped me resolve a query instantly.
16438,2022-04-19,125.44,NO,
16438,2022-06-28,238.89,NO,Real-time customer support chat helped me resolve a query instantly.
16438,2022-08-06,98.35,NO,Secure and encrypted payment process; my information felt safe.
16438,2022-09-02,171.34,NO,"Great customer service, resolved my issue quickly."
16438,2023-05-13,265.1,5PCT,
16438,2023-05-18,17.82,NO,"Discount code worked like a charm, saved me some money."
16439,2022-12-11,119.66,NO,
16439,2023-05-23,139.81,NO,
16439,2023-06-03,228.72,NO,"Super fast shipping, got my order within two days!"
16439,2023-06-25,55.96,10PCT,
16439,2023-07-16,82.33,5PCT,
16439,2023-07-21,296.31,NO,
16439,2023-08-10,146.58,10PCT,
16439,2023-11-20,91.72,NO,The website's search functionality made finding specific items easy.
16440,2022-12-27,117.48,NO,"Secure payment gateway, felt confident entering my details."
16440,2023-06-24,183.46,NO,
16441,2022-06-21,103.67,NO,
16441,2022-08-02,17.19,10PCT,
16441,2022-08-12,21.22,NO,
16441,2022-10-29,175.03,10PCT,
16441,2022-12-21,3.43,5PCT,"The tracking system was accurate, knew exactly when my package would arrive."
16441,2023-02-26,282.21,10PCT,Impressed with the range of payment options available.
16442,2022-08-08,109.06,NO,
16442,2023-03-30,201.09,NO,
16442,2023-05-14,297.44,5PCT,
16443,2022-03-28,192.13,NO,
16443,2022-08-11,49.63,NO,
16443,2022-08-14,11.55,NO,
16443,2023-12-31,184.91,NO,
16444,2022-07-15,153.51,NO,
16444,2022-12-02,35.27,NO,
16444,2022-12-13,279.73,NO,The live chat feature was helpful for quick inquiries.
16444,2023-05-16,68.72,NO,The mobile app is user-friendly and convenient for shopping on the go.
16444,2023-10-15,103.56,5PCT,
16445,2022-08-23,10.71,NO,
16445,2023-05-19,230.65,20PCT,The online reviews were accurate; the product lived up to the hype.
16445,2023-07-28,86.37,5PCT,
16446,2022-07-10,28.47,5PCT,
16446,2022-09-25,57.96,NO,
16446,2022-11-25,123.62,20PCT,
16447,2023-11-22,91.04,NO,
16448,2022-01-25,143.76,NO,
16448,2022-01-28,80.44,NO,
16448,2022-09-28,293.87,NO,
16448,2022-10-30,215.57,20PCT,
16448,2023-02-24,102.64,NO,The product quality exceeded my expectations!
16448,2023-05-09,247.26,10PCT,
16448,2023-05-16,134.29,NO,Detailed FAQs on the website answered most of my questions.
16448,2023-11-21,170.69,20PCT,The website's search functionality made finding specific items easy.
16449,2022-02-17,273.93,NO,
16449,2022-03-17,289.99,NO,
16449,2022-07-31,277.95,NO,
16449,2022-09-03,124.16,NO,
16449,2022-12-15,280.8,NO,
16449,2023-02-02,123.91,NO,
16450,2022-04-11,160.72,NO,"Discount code worked like a charm, saved me some money."
16450,2022-07-14,211.76,10PCT,
16450,2022-08-17,237.91,NO,The online reviews were accurate; the product lived up to the hype.
16450,2022-10-25,297.75,NO,"Impressive selection of products, found exactly what I was looking for."
16450,2022-12-16,250.96,NO,
16450,2023-06-10,285.81,NO,
16450,2023-10-12,82.58,5PCT,
16451,2022-01-20,6.46,5PCT,
16451,2022-01-24,8.02,5PCT,"Secure payment gateway, felt confident entering my details."
16451,2022-03-03,269.64,5PCT,
16451,2022-04-08,113.4,NO,"Received a complimentary gift with my purchase, a pleasant surprise!"
16451,2022-05-20,239.12,20PCT,
16451,2022-06-03,175.15,20PCT,The website's search functionality made finding specific items easy.
16451,2022-11-10,247.04,NO,
16451,2023-04-12,172.17,NO,
16451,2023-04-25,32.55,NO,
16452,2022-10-31,188.76,NO,"Love the personalized packaging, adds a nice touch."
16452,2022-11-15,199.59,NO,Regular email updates on upcoming sales and promotions.
16452,2023-02-11,9.57,NO,
16452,2023-03-01,216.68,NO,
16452,2023-08-25,254.6,NO,The loyalty points system encourages me to keep coming back.
16452,2023-09-22,173.22,NO,
16453,2022-04-02,166.85,NO,
16453,2022-06-28,172.71,NO,
16453,2022-11-05,270.44,NO,"The product was exactly as described, no misleading information."
16453,2023-03-11,49.73,NO,"Constant updates on the shipping status, appreciated the communication."
16453,2023-05-24,132.75,10PCT,
16453,2023-07-20,2.77,20PCT,
16454,2022-05-21,142.0,NO,Impressive variety of payment options cater to different preferences.
16454,2022-06-15,290.17,5PCT,
16454,2023-01-12,251.35,10PCT,The virtual try-on feature for glasses was surprisingly accurate.
16454,2023-12-16,279.0,10PCT,"Love the 'buy now, pay later' option, makes budgeting easier."
16455,2023-02-01,204.93,10PCT,
16455,2023-04-29,76.45,10PCT,
16455,2023-07-25,14.78,NO,
16456,2022-04-22,235.56,NO,"Discount code worked like a charm, saved me some money."
16457,2022-01-21,8.91,5PCT,"Great customer service, resolved my issue quickly."
16457,2023-06-09,86.73,NO,
16457,2023-09-20,270.35,5PCT,
16457,2023-12-17,249.32,NO,"Love the 'buy now, pay later' option, makes budgeting easier."
16458,2022-10-12,206.46,NO,Impressive variety of payment options cater to different preferences.
16458,2023-01-17,23.46,NO,
16458,2023-04-01,288.49,NO,
16458,2023-09-04,80.0,NO,
16459,2022-02-02,43.72,5PCT,
16459,2022-02-11,181.21,NO,"Super fast shipping, got my order within two days!"
16459,2022-05-28,159.4,5PCT,
16459,2022-05-30,169.01,NO,"The website loads quickly, even during peak traffic times."
16459,2022-11-06,289.95,NO,
16459,2023-07-14,221.91,NO,
16459,2023-10-19,195.68,10PCT,Secure and encrypted payment process; my information felt safe.
16460,2022-01-01,111.58,5PCT,"Prompt response from customer support, answered my queries effectively."
16460,2022-05-06,44.22,10PCT,
16460,2022-08-22,117.51,10PCT,
16460,2023-05-11,173.81,10PCT,The return process was hassle-free and straightforward.
16460,2023-10-19,53.4,5PCT,
16461,2022-04-19,54.05,NO,Efficient order confirmation and dispatch notifications.
16461,2022-10-01,69.8,NO,Impressive variety of payment options cater to different preferences.
16461,2022-10-31,111.85,20PCT,
16461,2023-08-22,146.98,NO,
16462,2022-01-12,292.5,NO,
16462,2022-05-07,93.05,NO,The loyalty points system encourages me to keep coming back.
16462,2022-05-22,54.34,10PCT,
16462,2023-02-22,222.68,NO,
16462,2023-04-24,70.95,NO,
16462,2023-06-12,14.14,5PCT,
16462,2023-11-05,103.42,NO,
16463,2022-08-29,45.01,NO,The recommended products feature was surprisingly on point.
16463,2023-02-28,263.98,NO,Excellent packaging; my fragile items arrived intact.
16463,2023-05-05,275.03,NO,
16463,2023-08-29,48.33,20PCT,
16464,2022-04-12,78.5,10PCT,"Love the 'buy now, pay later' option, makes budgeting easier."
16464,2022-10-29,51.32,5PCT,
16464,2022-11-18,127.33,NO,Smooth payment process with multiple options available.
16464,2023-02-03,272.47,5PCT,Efficient order confirmation and dispatch notifications.
16464,2023-04-18,133.19,NO,
16464,2023-08-17,224.12,NO,
16464,2023-09-01,67.32,NO,The virtual try-on feature for glasses was surprisingly accurate.
16464,2023-11-07,126.78,NO,
16464,2023-11-14,127.41,NO,
16465,2022-01-21,126.39,NO,
16465,2023-03-28,185.83,10PCT,"The product was exactly as described, no misleading information."
16466,2023-02-23,147.87,5PCT,
16467,2022-02-02,70.83,NO,
16467,2022-04-18,144.1,NO,The online community and forums are a great resource for product recommendations.
16467,2023-02-19,288.83,NO,
16467,2023-04-06,227.58,NO,
16467,2023-06-12,199.21,5PCT,"The sizing guide was accurate, and my clothes fit perfectly."
16468,2022-02-25,236.97,NO,
16468,2022-07-01,61.94,NO,"Constant updates on the shipping status, appreciated the communication."
16468,2022-09-29,42.4,5PCT,
16468,2022-10-18,34.08,NO,The website layout made finding what I needed a breeze.
16468,2023-01-16,84.78,NO,The hassle-free returns policy gave me confidence in my purchase.
16468,2023-09-12,189.83,10PCT,The loyalty points system encourages me to keep coming back.
16469,2022-05-06,94.74,NO,
16469,2023-01-08,30.63,5PCT,"Secure payment gateway, felt confident entering my details."
16470,2022-02-28,95.11,5PCT,
16470,2022-03-11,212.83,5PCT,
16470,2022-03-29,1.66,NO,The online reviews were accurate; the product lived up to the hype.
16470,2022-06-22,26.09,5PCT,
16470,2022-09-10,71.47,10PCT,
16470,2023-03-16,58.75,NO,
16470,2023-05-21,289.95,10PCT,
16471,2022-06-09,208.2,10PCT,
16471,2022-08-01,208.68,10PCT,Excellent packaging; my fragile items arrived intact.
16471,2022-09-18,213.04,5PCT,
16471,2022-11-05,1.31,5PCT,
16471,2023-10-11,218.46,NO,
16472,2022-06-18,219.2,5PCT,
16472,2022-12-14,12.69,NO,
16472,2023-01-02,51.66,20PCT,"Prompt response from customer support, answered my queries effectively."
16472,2023-01-15,188.5,5PCT,The checkout process is streamlined; it took just a few minutes.
16472,2023-05-31,79.54,NO,
16472,2023-08-24,43.13,5PCT,
16472,2023-09-13,203.89,NO,"Constant updates on the shipping status, appreciated the communication."
16472,2023-11-06,233.1,NO,
16473,2022-02-11,61.7,20PCT,The loyalty points system encourages me to keep coming back.
16473,2022-03-17,178.33,NO,
16473,2022-04-04,293.2,5PCT,Accurate product dimensions helped me visualize the size.
16473,2022-08-19,285.54,NO,
16473,2023-11-30,132.77,10PCT,
16474,2022-01-15,111.81,NO,
16474,2022-03-07,244.13,5PCT,
16474,2022-10-01,160.48,10PCT,
16474,2023-07-17,254.8,10PCT,The virtual try-on feature for glasses was surprisingly accurate.
16474,2023-07-21,6.05,NO,
16474,2023-09-20,69.08,NO,
16474,2023-09-26,57.72,NO,
16475,2022-01-27,46.41,NO,
16475,2023-01-27,281.0,NO,The online reviews were accurate; the product lived up to the hype.
16476,2022-01-31,15.74,NO,
16476,2022-11-02,22.18,NO,
16476,2023-02-15,215.18,NO,
16476,2023-09-22,152.57,NO,
16476,2023-10-13,182.1,NO,Impressive variety of payment options cater to different preferences.
16477,2022-09-10,81.87,NO,
16477,2023-08-09,164.6,NO,
16478,2022-02-20,232.8,NO,The website's search functionality made finding specific items easy.
16478,2022-06-27,127.83,20PCT,The hassle-free returns policy gave me confidence in my purchase.
16478,2022-07-03,62.47,20PCT,"Received a complimentary gift with my purchase, a pleasant surprise!"
16478,2022-12-30,189.2,NO,"The product was exactly as described, no misleading information."
16478,2023-03-07,133.3,5PCT,
16478,2023-07-06,5.5,NO,
16478,2023-08-21,130.74,NO,
16479,2022-06-02,175.9,10PCT,
16479,2022-06-17,30.78,NO,
16479,2023-04-29,119.06,NO,
16479,2023-06-17,272.92,NO,
16479,2023-08-18,43.97,NO,
16479,2023-09-25,217.72,NO,
16479,2023-11-11,49.0,5PCT,
16479,2023-12-05,49.07,NO,
16480,2022-03-21,171.61,NO,Real-time customer support chat helped me resolve a query instantly.
16480,2022-09-18,29.21,NO,"The sizing guide was accurate, and my clothes fit perfectly."
16480,2023-10-09,265.85,NO,
16480,2023-10-29,74.17,NO,
16481,2022-04-15,5.35,NO,"The packaging was eco-friendly, kudos for sustainability efforts."
16481,2022-07-12,217.62,10PCT,
16481,2023-10-19,192.21,NO,Secure and encrypted payment process; my information felt safe.
16481,2023-12-14,134.37,NO,
16482,2022-01-20,92.29,5PCT,"No hidden fees, the total cost was transparent from the beginning."
16482,2022-01-31,181.69,5PCT,"Received exactly what I ordered, no surprises."
16482,2022-04-26,299.73,NO,Smooth payment process with multiple options available.
16482,2022-07-11,24.5,NO,
16482,2022-08-31,205.32,NO,
16482,2023-03-28,111.81,20PCT,
16482,2023-05-23,161.11,NO,Product arrived well-packaged and in perfect condition.
16482,2023-06-01,152.34,5PCT,
16482,2023-10-11,60.18,NO,"The product was exactly as described, no misleading information."
16483,2022-03-20,10.77,NO,Impressive variety of payment options cater to different preferences.
16483,2022-04-02,55.37,NO,"Discount code worked like a charm, saved me some money."
16483,2023-10-13,7.92,NO,
16484,2022-07-06,122.76,NO,"Super fast shipping, got my order within two days!"
16484,2022-12-15,14.25,20PCT,Impressed with the range of payment options available.
16484,2023-01-16,103.62,NO,
16484,2023-03-10,191.51,10PCT,
16484,2023-07-29,262.49,NO,"The tracking system was accurate, knew exactly when my package would arrive."
16484,2023-08-24,147.98,NO,
16484,2023-08-31,165.2,20PCT,
16484,2023-11-09,205.42,NO,
16485,2022-04-29,3.85,5PCT,
16485,2022-08-18,290.65,10PCT,
16485,2022-12-17,77.56,NO,Detailed FAQs on the website answered most of my questions.
16485,2023-06-22,100.44,NO,"Easy checkout process, very user-friendly."
16485,2023-07-05,91.84,NO,
16486,2023-01-22,81.92,NO,
16486,2023-08-28,94.02,NO,
16486,2023-11-06,182.9,NO,
16487,2022-01-01,154.02,10PCT,"Discount code worked like a charm, saved me some money."
16487,2022-06-03,23.7,NO,
16487,2022-06-03,4.02,20PCT,
16487,2022-08-28,230.65,10PCT,
16487,2022-09-14,237.06,10PCT,
16487,2023-06-01,166.51,NO,
16487,2023-10-25,3.01,10PCT,
16488,2022-05-15,126.32,NO,Detailed FAQs on the website answered most of my questions.
16488,2023-03-10,39.53,5PCT,
16488,2023-04-11,48.76,NO,
16488,2023-11-16,207.97,5PCT,
16489,2022-08-25,81.77,NO,The reviews were helpful in making my purchase decision.
16489,2022-10-17,47.26,NO,
16489,2023-03-19,195.67,NO,
16489,2023-04-13,17.86,10PCT,
16489,2023-09-04,19.11,NO,
16490,2022-02-27,132.57,5PCT,
16490,2022-03-16,254.86,NO,Secure and encrypted payment process; my information felt safe.
16490,2022-07-04,131.86,NO,"Great customer service, resolved my issue quickly."
16490,2022-08-28,166.06,NO,
16490,2022-09-16,222.89,NO,
16490,2022-10-26,155.57,10PCT,The virtual try-on feature for glasses was surprisingly accurate.
16490,2022-12-03,40.92,NO,The recommended products feature was surprisingly on point.
16490,2023-12-27,29.14,NO,
16491,2022-05-19,276.9,NO,The online reviews were accurate; the product lived up to the hype.
16491,2022-10-03,141.86,10PCT,
16491,2023-01-23,288.28,10PCT,
16491,2023-04-04,49.57,NO,
16491,2023-10-21,189.11,NO,
16491,2023-11-05,157.9,NO,
16491,2023-12-30,260.04,NO,
16492,2022-08-07,88.74,NO,
16492,2022-09-11,196.46,10PCT,The website's search functionality made finding specific items easy.
16492,2022-10-29,243.82,NO,
16492,2023-01-23,24.79,5PCT,
16492,2023-04-20,183.73,NO,Efficient order confirmation and dispatch notifications.
16492,2023-09-21,75.02,10PCT,
16493,2022-02-08,163.48,20PCT,
16493,2022-05-28,41.3,5PCT,
16493,2022-06-13,52.29,NO,The online reviews were accurate; the product lived up to the hype.
16493,2022-06-16,26.38,NO,
16493,2023-05-16,224.11,5PCT,"Great deals during the sale, I stocked up on essentials."
16494,2022-04-25,8.31,5PCT,
16494,2023-02-07,106.95,NO,
16495,2022-01-27,204.64,NO,
16495,2023-03-08,239.52,NO,
16495,2023-04-10,64.97,NO,
16495,2023-05-09,151.39,NO,"No hidden fees, the total cost was transparent from the beginning."
16495,2023-05-25,285.4,NO,
16495,2023-08-30,184.82,20PCT,
16495,2023-11-17,32.7,NO,Real-time customer support chat helped me resolve a query instantly.
16496,2022-01-04,67.68,NO,
16496,2022-01-06,29.03,NO,
16496,2022-03-04,27.28,NO,
16496,2022-03-09,109.97,5PCT,
16496,2022-09-21,73.38,NO,
16496,2023-01-17,179.04,NO,
16496,2023-12-06,229.53,NO,
16497,2022-05-11,93.48,NO,
16497,2022-05-13,287.37,5PCT,
16497,2022-08-22,25.56,NO,
16497,2023-01-06,25.62,NO,The sizing chart was spot-on; my shoes fit perfectly.
16497,2023-01-18,137.1,NO,
16497,2023-01-30,173.5,NO,
16497,2023-01-31,224.19,NO,"The packaging was eco-friendly, kudos for sustainability efforts."
16497,2023-11-21,235.81,10PCT,
16498,2022-03-05,296.47,NO,
16498,2022-07-25,123.5,NO,
16498,2022-11-05,260.62,20PCT,
16498,2023-02-23,51.61,NO,
16498,2023-04-24,195.15,NO,Accurate product dimensions helped me visualize the size.
16498,2023-06-26,84.82,5PCT,Excellent packaging; my fragile items arrived intact.
16498,2023-07-10,178.27,10PCT,
16498,2023-10-15,148.71,5PCT,
16498,2023-11-20,190.79,5PCT,
16499,2022-09-22,209.46,NO,
16499,2023-12-29,40.41,NO,
16500,2022-05-29,194.79,NO,
16500,2022-08-12,32.33,NO,
16500,2022-11-20,97.68,NO,
16500,2023-11-21,133.06,5PCT,
16500,2023-12-05,192.13,NO,"Secure payment gateway, felt confident entering my details."
16501,2022-01-06,236.61,NO,"Prompt response from customer support, answered my queries effectively."
16501,2022-01-09,272.79,NO,
16501,2022-01-24,293.59,NO,
16501,2022-02-26,256.64,20PCT,
16501,2022-08-17,43.2,5PCT,
16501,2023-12-06,221.64,NO,
16502,2022-01-26,191.6,5PCT,
16502,2022-08-22,163.23,10PCT,
16502,2022-09-09,191.9,5PCT,The virtual try-on feature for glasses was surprisingly accurate.
16502,2023-07-22,127.55,5PCT,The 'save for later' feature made it easy to manage my shopping cart.
16502,2023-08-23,151.04,NO,
16503,2022-06-07,56.71,NO,
16503,2022-11-22,171.56,10PCT,The loyalty points system encourages me to keep coming back.
16503,2023-01-01,232.73,NO,
16503,2023-07-26,255.64,NO,
16503,2023-12-16,60.35,NO,The return process was hassle-free and straightforward.
16504,2022-08-16,74.99,10PCT,"Super fast shipping, got my order within two days!"
16504,2022-12-22,252.88,5PCT,
16505,2022-01-18,73.07,10PCT,"Easy checkout process, very user-friendly."
16505,2022-01-19,166.84,10PCT,
16505,2022-08-20,3.53,NO,
16505,2022-08-30,226.31,NO,The live chat feature was helpful for quick inquiries.
16505,2022-09-15,47.74,20PCT,
16505,2022-12-10,199.47,NO,
16505,2023-08-16,218.98,NO,
16505,2023-09-11,95.41,NO,
16506,2022-04-24,165.08,5PCT,
16506,2022-11-26,170.9,NO,
16506,2023-03-07,245.93,NO,
16506,2023-05-22,190.99,NO,
16506,2023-08-05,55.8,NO,"Secure payment gateway, felt confident entering my details."
16506,2023-11-29,169.2,5PCT,
16507,2022-02-11,23.5,5PCT,
16507,2022-04-18,180.75,10PCT,
16507,2022-09-07,156.58,NO,
16507,2022-10-25,46.25,NO,
